校名,學系名稱,學科能力測驗及英語聽力測驗檢定標準,採計科目及加權(含學測、分科及術科)
國立嘉義大學,數位學習設計與管理學系(媒體互動設計組),---,國　文(學測) x 1.50、英　文(學測) x 1.50、公民與社會(分科) x 1.00
國立嘉義大學,電機工程學系,---,數學 A(學測) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立嘉義大學,景觀學系(自然組),---,生　物(分科) x 1.50、國　文(學測) x 1.00、英　文(學測) x 1.00
國立嘉義大學,行銷與觀光管理學系,---,英　文(學測) x 2.00、國　文(學測) x 1.00、公民與社會(分科) x 2.00、數學乙(分科) x 1.00
國立嘉義大學,機械與能源工程學系,---,物　理(分科) x 2.00、數學 A(學測) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立嘉義大學,植物醫學系,---,生　物(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
國立嘉義大學,資訊管理學系(社會組),---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
國立嘉義大學,數位學習設計與管理學系(資訊科技與管理組),---,國　文(學測) x 1.50、英　文(學測) x 1.50、數學乙(分科) x 1.00
國立高雄大學,西洋語文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.00、歷　史(分科) x 1.00
國立高雄大學,應用經濟學系,---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50
國立高雄大學,亞太工商管理學系企業管理組,---,英　文(學測) x 1.25、數學 B(學測) x 1.25、公民與社會(分科) x 1.00
國立高雄大學,電機工程學系,---,數學甲(分科) x 1.50、物　理(分科) x 1.50、英　文(學測) x 1.50、化　學(分科) x 1.00、國　文(學測) x 1.00
國立高雄大學,土木與環境工程學系,---,數學甲(分科) x 2.00、物　理(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.00、國　文(學測) x 1.00
國立高雄大學,亞太工商管理學系工業管理組,---,英　文(學測) x 1.25、數學 A(學測) x 1.25、物　理(分科) x 1.00
國立高雄大學,應用數學系,---,數學甲(分科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.00
國立高雄大學,應用化學系,---,化　學(分科) x 2.00、數學 A(學測) x 1.00、物　理(分科) x 1.00
國立高雄大學,運動健康與休閒學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立高雄大學,資訊管理學系,國　文 (均標) 英　文 (均標),英　文(學測) x 1.50、數學乙(分科) x 1.50、國　文(學測) x 1.00
國立高雄大學,財務金融學系,---,英　文(學測) x 1.50、數學乙(分科) x 1.50、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立高雄大學,法律學系,---,國　文(學測) x 1.25、英　文(學測) x 1.25、歷　史(分科) x 1.00、公民與社會(分科) x 1.00
國立高雄大學,政治法律學系,---,英　文(學測) x 1.50、國　文(學測) x 1.25、公民與社會(分科) x 1.00、歷　史(分科) x 1.00
國立高雄大學,財經法律學系,數學 A (後標)或 數學 B (後標),國　文(學測) x 1.25、英　文(學測) x 1.25、公民與社會(分科) x 1.00
國立高雄大學,生命科學系,---,生　物(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.25
國立高雄大學,應用物理學系,---,物　理(分科) x 2.00、數學甲(分科) x 1.25、英　文(學測) x 1.00、國　文(學測) x 1.00
國立高雄大學,工藝與創意設計學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、歷　史(分科) x 2.00
國立高雄大學,化學工程及材料工程學系,---,化　學(分科) x 1.50、物　理(分科) x 1.25、英　文(學測) x 1.25、數學 A(學測) x 1.00、國　文(學測) x 1.00
國立高雄大學,資訊工程學系,---,數學甲(分科) x 2.00、英　文(學測) x 2.00、物　理(分科) x 1.00、國　文(學測) x 1.00
國立高雄大學,東亞語文學系日語組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立高雄大學,東亞語文學系越語組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立高雄大學,東亞語文學系韓語組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立高雄大學,建築學系,---,國　文(學測) x 2.00、英　文(學測) x 2.00、數學甲(分科) x 1.50、物　理(分科) x 1.00
慈濟大學,護理學系,---,生　物(分科) x 2.00、國　文(學測) x 2.00、英　文(學測) x 1.00
慈濟大學,生物醫學暨工程學系,---,化　學(分科) x 2.00、物　理(分科) x 1.75、英　文(學測) x 1.00
慈濟大學,人類發展與心理學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、公民與社會(分科) x 1.50
慈濟大學,傳播學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.00
慈濟大學,社會工作學系,---,社　會(學測) x 1.50、公民與社會(分科) x 2.00、國　文(學測) x 1.00
慈濟大學,兒童發展與家庭教育學系,---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、英　文(學測) x 1.50
慈濟大學,醫學系(公費),---,生　物(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、數學甲(分科) x 1.00、物　理(分科) x 1.00
慈濟大學,公共衛生學系,---,化　學(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
慈濟大學,醫學檢驗生物技術學系,---,生　物(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.00
慈濟大學,醫學系(自費),---,生　物(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、數學甲(分科) x 1.00、物　理(分科) x 1.00
慈濟大學,分子生物暨人類遺傳學系,---,生　物(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
慈濟大學,外語暨新興科技應用學系,---,英　文(學測) x 2.00、國　文(學測) x 1.50、公民與社會(分科) x 1.00
慈濟大學,物理治療學系,---,英　文(學測) x 2.00、生　物(分科) x 1.00、自　然(學測) x 1.00
慈濟大學,資訊工程學系,---,數學甲(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.00
慈濟大學,藥學系,---,化　學(分科) x 1.25、生　物(分科) x 1.25、英　文(學測) x 1.00、國　文(學測) x 1.00、數學甲(分科) x 1.00
慈濟大學,醫學影像暨放射科學系,---,生　物(分科) x 1.00、國　文(學測) x 1.00、英　文(學測) x 1.00
慈濟大學,經營管理學系,---,國　文(學測) x 2.00、社　會(學測) x 1.00、公民與社會(分科) x 1.00
慈濟大學,資訊科技與管理學系,---,國　文(學測) x 2.00、自　然(學測) x 1.00、物　理(分科) x 1.00
慈濟大學,醫務暨健康管理學系,---,國　文(學測) x 1.00、公民與社會(分科) x 1.00、歷　史(分科) x 1.00
臺北醫學大學,牙醫學系,---,英　文(學測) x 1.00、生　物(分科) x 1.00、化　學(分科) x 1.00、物　理(分科) x 1.00、數學甲(分科) x 1.00
臺北醫學大學,醫務管理學系,---,英　文(學測) x 1.50、國　文(學測) x 1.25、數學 B(學測) x 1.25、公民與社會(分科) x 1.00
臺北醫學大學,護理學系,---,生　物(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
臺北醫學大學,公共衛生學系,---,數學甲(分科) x 1.00、生　物(分科) x 1.00、國　文(學測) x 1.00、英　文(學測) x 1.25
臺北醫學大學,保健營養學系,---,化　學(分科) x 2.00、生　物(分科) x 1.50、英　文(學測) x 2.00、數學甲(分科) x 1.00
臺北醫學大學,醫學檢驗暨生物技術學系,---,生　物(分科) x 1.50、英　文(學測) x 1.50、化　學(分科) x 1.50、國　文(學測) x 1.00
臺北醫學大學,醫學系,---,英　文(學測) x 1.00、生　物(分科) x 1.00、化　學(分科) x 1.00、數學甲(分科) x 1.00、物　理(分科) x 1.00
臺北醫學大學,高齡健康暨長期照護學系,數學 A (後標)或 數學 B (均標),英　文(學測) x 1.00、生　物(分科) x 1.00、國　文(學測) x 1.00
臺北醫學大學,藥學系臨床藥學組,---,英　文(學測) x 1.75、化　學(分科) x 1.25、生　物(分科) x 2.00、數學甲(分科) x 1.00、國　文(學測) x 1.00
臺北醫學大學,牙體技術學系,---,英　文(學測) x 1.50、生　物(分科) x 1.25、化　學(分科) x 1.25、國　文(學測) x 1.00
臺北醫學大學,呼吸治療學系,---,英　文(學測) x 1.50、生　物(分科) x 1.25、化　學(分科) x 1.25
臺北醫學大學,口腔衛生學系,---,英　文(學測) x 1.00、國　文(學測) x 1.00、生　物(分科) x 1.00
臺北醫學大學,藥學系藥學組,---,化　學(分科) x 1.25、英　文(學測) x 1.75、生　物(分科) x 2.00、數學甲(分科) x 1.00、國　文(學測) x 1.00
臺北醫學大學,生物醫學工程學系,---,生　物(分科) x 2.00、數學 A(學測) x 1.00、英　文(學測) x 1.00
臺北醫學大學,食品安全學系,---,英　文(學測) x 1.50、化　學(分科) x 1.50、數學 A(學測) x 1.00、生　物(分科) x 1.50、國　文(學測) x 1.00
康寧大學,嬰幼兒保育學系(台北校區),---,公民與社會(分科) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
康寧大學,長期照護學系(台北校區),---,公民與社會(分科) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
佛光大學,傳播學系(廣告公關與精準行銷組),---,公民與社會(分科) x 2.00、歷　史(分科) x 2.00、國　文(學測) x 1.75
佛光大學,應用經濟學系(財務金融組),---,公民與社會(分科) x 2.00、歷　史(分科) x 2.00、地　理(分科) x 1.75
佛光大學,公共行政與國際事務學系,---,社　會(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.75
佛光大學,建築環境設計學士學位學程(社會組),---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.75
佛光大學,資訊應用學系(數位遊戲開發組),---,國　文(學測) x 2.00、化　學(分科) x 1.00、物　理(分科) x 2.00
佛光大學,社會工作學系(兒少家庭社工組),---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.75
佛光大學,資訊應用學系(動畫與視覺特效組),---,歷　史(分科) x 2.00、地　理(分科) x 1.75、公民與社會(分科) x 2.00
佛光大學,心理學系,---,英　文(學測) x 2.00、數學乙(分科) x 1.75、國　文(學測) x 2.00
佛光大學,傳播學系(數位媒體與智能創作組),---,國　文(學測) x 2.00、物　理(分科) x 2.00、化　學(分科) x 1.00
佛光大學,語文學系(應用英日語組),---,英　文(學測) x 2.00、國　文(學測) x 2.00、歷　史(分科) x 1.75
佛光大學,健康與創意蔬食產業學系,---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.75
佛光大學,資訊應用學系(資訊系統開發組),---,國　文(學測) x 2.00、英　文(學測) x 1.00、物　理(分科) x 2.00
佛光大學,語文學系(應用英韓語組),---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.75
佛光大學,傳播學系(流行音樂傳播與策展組),---,公民與社會(分科) x 2.00、歷　史(分科) x 2.00、地　理(分科) x 1.75
佛光大學,社會工作學系(醫務心衛社工組),---,國　文(學測) x 2.00、化　學(分科) x 2.00、物　理(分科) x 1.75
佛光大學,應用經濟學系(國際商務組),---,公民與社會(分科) x 2.00、歷　史(分科) x 2.00、英　文(學測) x 1.75
佛光大學,歷史學系,---,歷　史(分科) x 2.00、地　理(分科) x 2.00、社　會(學測) x 1.00
佛光大學,人工智慧技術與應用學士學位學程,---,國　文(學測) x 2.00、英　文(學測) x 1.00、數學甲(分科) x 2.00
佛光大學,建築環境設計學士學位學程(自然組),---,國　文(學測) x 2.00、英　文(學測) x 2.00、物　理(分科) x 1.75
亞洲大學,資訊傳播學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、歷　史(分科) x 2.00
亞洲大學,食品營養與保健生技學系(食品營養組),---,生　物(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
亞洲大學,經營管理學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 2.00
亞洲大學,物理治療學系,---,英　文(學測) x 2.00、生　物(分科) x 2.00、國　文(學測) x 1.00
亞洲大學,會計與資訊學系,---,國　文(學測) x 2.00、公民與社會(分科) x 1.00、歷　史(分科) x 1.00
亞洲大學,財務金融學系(智能投資組),---,國　文(學測) x 2.00、社　會(學測) x 1.00、公民與社會(分科) x 1.00
亞洲大學,財經法律學系,---,公民與社會(分科) x 2.00、國　文(學測) x 2.00、歷　史(分科) x 1.00
亞洲大學,數位媒體設計學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 2.00
亞洲大學,人工智慧學系,---,英　文(學測) x 1.00、國　文(學測) x 2.00、歷　史(分科) x 2.00
亞洲大學,資訊工程學系(人工智慧與機器人組),數學 A (底標)或 數學 B (底標),國　文(學測) x 2.00、英　文(學測) x 1.00、物　理(分科) x 1.00
亞洲大學,健康產業管理學系(跨領域高齡智慧照顧組),---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.00
亞洲大學,心理學系(諮商與臨床心理組),---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.00
亞洲大學,資訊工程學系(半導體資訊組),數學 A (底標)或 數學 B (底標),英　文(學測) x 1.00、國　文(學測) x 2.00、化　學(分科) x 2.00
亞洲大學,半導體學士學位學程,數學 A (底標)或 數學 B (底標),物　理(分科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.50
亞洲大學,生物資訊與醫學工程學系(生醫資訊組),---,英　文(學測) x 1.00、化　學(分科) x 2.00、國　文(學測) x 2.00
亞洲大學,醫學檢驗暨生物技術學系(醫事檢驗組),---,生　物(分科) x 2.00、英　文(學測) x 1.00、化　學(分科) x 2.00、國　文(學測) x 1.00
亞洲大學,幼兒教育學系(師資培育學系),---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、英　文(學測) x 1.00
亞洲大學,長期照護學系,---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、歷　史(分科) x 1.00
亞洲大學,創意商品設計學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、地　理(分科) x 2.00
亞洲大學,時尚設計學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 2.00
亞洲大學,健康產業管理學系(醫療機構管理組),---,國　文(學測) x 2.00、歷　史(分科) x 2.00、英　文(學測) x 1.00
